date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_mlp_8
1951-10-01,2444.619298245613,2348.363278416623,2456.06223230772,2242,2483.5509210914006
1951-11-01,2265.0929824561395,2164.9081430623355,2269.376905969816,2103,2264.662465362382
1951-12-01,2026.5666666666657,1922.4530070648784,2023.562371896384,1825,2022.963487717205
1952-01-01,1849.7802631578936,1742.228884463913,1867.9189483255775,1670,1861.170430536143
1952-02-01,1832.1486842105253,1721.650698611449,1843.755241847132,1681,1841.2098938175805
1952-03-01,1968.832894736841,1855.3883000977903,1973.8104190407223,1713,1931.9919983673321
1952-04-01,2076.8855263157884,1960.4943217812288,2075.137111485298,1954,1986.9559281228399
1952-05-01,2139.780263157894,2020.4424479878576,2131.209003391385,1876,2135.9430138505127
1952-06-01,2294.25394736842,2171.969519866745,2278.7629368642474,2272,2269.715557738094
1952-07-01,2684.4644736842097,2559.2334311466434,2661.956806640725,2612,2684.3943585052193
1952-08-01,3789.25394736842,3661.076283742184,3759.63271798398,3590,3034.7348630131014
1952-09-01,3039.4644736842097,2908.34020088255,3002.6327761571656,2496,2886.170529707977
1952-10-01,2570.4118421052626,2436.340957109242,2526.272770633969,2441,2457.4120650397954
1952-11-01,2390.885526315789,2253.868026045008,2339.342175098599,2340,2268.818424125736
1952-12-01,2152.359210526315,2012.3950943376024,2093.3146737615834,2090,2050.985174066736
1953-01-01,1975.5728070175428,1833.1531760266896,1937.4905848610767,1812,1941.2403823671846
1953-02-01,1957.9412280701745,1813.5571944642784,1913.178514986811,1788,1874.60763595522
1953-03-01,2094.6254385964903,1948.2770002406724,2043.1176307184653,1837,1953.9523878268485
1953-04-01,2202.678070175438,2054.365226214163,2144.360563634986,1993,2052.1593362767467
1953-05-01,2265.572807017543,2115.295556710845,2200.3809979469006,2021,2106.013694969407
1953-06-01,2420.046491228069,2267.8048328797854,2347.915775759472,2199,2347.070659818835
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809541,2622,2725.7064562485552
1953-08-01,3915.0464912280695,3758.8760053353294,3828.844151360269,3787,3177.8127733100177
1953-09-01,3165.257017543858,3007.122126765748,3071.9219596748103,2914,3138.628777513312
1953-10-01,2696.204385964911,2536.1050872824926,2595.6720062268514,2487,2807.7356996866615
1953-11-01,2516.678070175438,2354.6143605083103,2408.883764700602,2314,2485.0704908958696
1953-12-01,2278.151754385964,2114.1236330909583,2163.030919306588,2139,2199.9500823455032
1954-01-01,2101.365350877192,1935.8639190700976,2007.4137882829652,2124,2028.9013016174065
1954-02-01,2083.733771929824,1917.2501417977392,1983.340978219466,2214,2033.0370799700195
1954-03-01,2220.4179824561397,2052.952151864186,2113.551655695768,2234,2174.380675377069
1954-04-01,2328.470614035087,2160.022582127729,2215.09845229082,2279,2286.803059071249
1954-05-01,2391.365350877192,2221.935116914464,2271.4550522151467,2423,2315.142286720397
1954-06-01,2545.8390350877185,2375.4265973734564,2419.358297574013,2290,2499.8368507008513
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2829.5950049824346
1954-08-01,4040.8390350877194,3868.462178409106,3901.120514069046,4485,3470.1528452077036
1954-09-01,3291.049561403508,3117.6905041295768,3144.663695731528,3085,3673.9962981629224
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565392,2852,2987.9649928185554
1954-11-01,2642.4706140350872,2467.147146452244,2482.653153254848,2629,2676.099494107129
1954-12-01,2403.944298245613,2227.638623324945,2237.362587010421,2435,2443.8852404484246
1955-01-01,2227.157894736841,2050.3611135941374,2082.340037070268,2227,2363.956025364919
1955-02-01,2209.526315789473,2032.729540611831,2058.894110024121,1944,2325.6775048387117
1955-03-01,2346.210526315788,2169.41375496833,2189.7639724516566,2125,2325.7768251266166
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931824,2260,2439.7609236623794
1955-05-01,2517.157894736841,2340.361128598713,2349.082644675149,2299,2506.5639892681565
1955-06-01,2671.6315789473674,2494.834813347759,2497.7419807868946,2323,2571.794534825655
1955-07-01,3061.842105263157,2885.0453374978147,2882.138159003904,2659,3131.217731142353
1955-08-01,4166.631578947367,3989.8348029635135,3981.113284589334,3761,3754.4219752149443
1955-09-01,3416.842105263157,3240.045332974037,3225.509462806343,2779,3511.0659716520336
1955-10-01,2947.789473684209,2770.992702070887,2750.642483128615,2761,3020.899582131253
1955-11-01,2768.263157894736,2591.4663838768097,2565.301819240361,2446,2805.4576845698443
1955-12-01,2529.7368421052624,2352.940065039563,2320.961155352108,2278,2515.250351415169
1956-01-01,2352.95043859649,2176.6447595988075,2166.9208097020087,1879,2304.385953692786
1956-02-01,2335.318859649122,2159.9953909065543,2144.4893888797983,1881,2077.89622216376
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465153,2165,2206.753643751831
1956-04-01,2580.055701754385,2406.696648396755,2379.723453037021,2199,2380.8123803073436
1956-05-01,2642.95043859649,2470.5735917635943,2437.91525380593,2308,2421.243424734733
1956-06-01,2797.424122807017,2626.029480802693,2587.718303877142,2529,2532.0133472093935
1956-07-01,3187.634649122806,3017.222209242801,2973.290497987497,2573,2957.702340982496
1956-08-01,4292.424122807017,4122.993878998552,4073.4739414001583,3946,3325.365659051212
1956-09-01,3542.634649122806,3374.186613299129,3319.110739378278,3200,3400.25902344146
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955448,2574,3125.9280195888728
1956-11-01,2894.055701754385,2727.5720727820067,2661.4812411361663,2422,2644.655755118025
1956-12-01,2655.5293859649114,2490.027958234812,2418.4781028106718,2446,2365.2563045605884
1957-01-01,2478.7429824561395,2314.71485708411,2265.807584657213,2828,2209.9319194209165
1957-02-01,2461.1114035087708,2299.0476926819088,2244.778293265524,2879,2396.6857138532428
1957-03-01,2597.795614035087,2437.6963156185134,2378.1293952152832,2800,2644.4381699180694
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854378,2835,2707.216070106063
1957-05-01,2768.7429824561395,2612.5725064091066,2542.6043580865157,2585,2760.901971816561
1957-06-01,2923.216666666666,2769.010599738257,2693.9387453237773,2787,2735.434636675598
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534066,3334,3037.611242141992
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980542,4746,3794.0982032681236
1957-09-01,3668.427192982456,3520.114345104851,3430.1190039263583,3613,3972.8131471763586
1957-10-01,3199.374561403508,3053.0261227818064,2958.185490845204,3463,3317.4388922459357
1957-11-01,3019.8482456140346,2875.4642131678343,2775.842897421288,3274,3089.1310541348917
1957-12-01,2781.3219298245604,2638.902302910693,2534.5649078651354,2801,3011.8875882207317
1958-01-01,2604.5355263157885,2464.5714060500427,2383.6518404149024,2488,2950.3760707935107
1958-02-01,2586.90394736842,2449.8864459378947,2364.412301660321,2386,2812.294607818969
1958-03-01,2723.588157894736,2589.517273164552,2499.5854581810704,2428,2806.0963291527178
1958-04-01,2831.640789473683,2700.516520588306,2606.223941556097,2678,2840.7696325252227
1958-05-01,2894.5355263157885,2766.3578725352504,2667.8014359959275,2744,2854.9654639491205
1958-06-01,3049.009210526315,2923.7781701544536,2821.0547836058267,2772,3102.7329683230723
1958-07-01,3439.2197368421043,3316.9353071746677,3210.141879122634,3520,3622.6776654547875
1958-08-01,4544.009210526315,4424.671385510524,4313.904827809508,3833,4291.748214663574
1958-09-01,3794.219736842104,3677.828528391205,3563.1857349296083,3377,3953.5217687580607
1958-10-01,3325.167105263157,3211.7225103582127,3093.300389956618,3013,3688.9487441421425
1958-11-01,3145.6407894736835,3035.1428050342934,2913.0382665747475,2871,3315.070435048789
1958-12-01,2907.1144736842098,2799.5630990672043,2673.8730489945247,2592,2929.4748587667477
1959-01-01,2730.328070175437,2626.214406496607,2525.1050554541025,2375,2639.9219750397187
1959-02-01,2712.696491228069,2612.511650674511,2508.0428925432143,2304,2533.8365956968164
1959-03-01,2849.380701754385,2753.1246821912214,2645.425726841539,2464,2602.361622509588
1959-04-01,2957.4333333333325,2865.106133905028,2754.3061899280224,2557,2799.8259956982633
1959-05-01,3020.328070175437,2931.9296901420253,2818.157966013192,2739,2877.6455282884067
1959-06-01,3174.801754385964,3090.332192051281,2973.717897202312,2714,3102.640008328244
1959-07-01,3565.0122807017533,3484.471533361547,3365.1438782322225,3102,3506.67641622885
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366084,3961,3706.876170473379
1959-09-01,3920.0122807017538,3847.329163158191,3722.9624108670505,3772,3787.6289888351052
1959-10-01,3450.9596491228062,3382.2053494152506,3255.5128572088106,3245,3581.6387678457604
1959-11-01,3271.4333333333325,3206.6078483813835,3077.7188270755723,3104,3227.3951572506135
1959-12-01,3032.9070175438587,2972.0103467043477,2841.0540046778624,2869,2933.325402428933
1960-01-01,2856.120614035087,2799.643858423803,2694.818708253837,2513,2697.6958572936474
1960-02-01,2838.4890350877185,2786.92330689176,2680.321544393228,2385,2548.454668928199
1960-03-01,2975.1732456140344,2928.5185426985217,2820.3016796757124,2756,2607.303089565304
1960-04-01,3083.225877192981,3041.482198702381,2931.811745680238,2927,2857.9722013731684
1960-05-01,3146.120614035087,3109.287959229431,2998.3254266173326,2940,3038.7646082029955
1960-06-01,3300.594298245613,3268.6726654287395,3156.5795645922594,3180,3115.1830688416267
1960-07-01,3690.8048245614023,3663.794211029058,3550.73205434186,3791,3546.0605118340486
1960-08-01,4795.594298245614,4773.49469794502,4659.6250011292905,4093,4119.843438093832
1960-09-01,4045.8048245614023,4028.616249405807,3914.1005102177114,4309,4083.8782022582714
1960-10-01,3576.752192982455,3564.4746399529195,3449.4743710808057,3532,3933.3221929268257
1960-11-01,3397.225877192982,3389.8593432091056,3274.536057402786,3408,3524.977976853387
1960-12-01,3158.699561403508,3156.2440458221217,3040.759253394176,2839,3208.640992209407
1961-01-01,2981.913157894736,2984.85976183163,2897.44427729313,2792,2762.7238613661325
1961-02-01,2964.2815789473675,2973.121414589639,2885.8997356893847,2798,2731.5459082495154
1961-03-01,3100.965789473684,3115.698854686454,3028.864795162614,3007,2959.2364317798324
1961-04-01,3209.0184210526304,3229.644714980366,3143.392087291769,3086,3179.737601065584
1961-05-01,3271.9131578947363,3298.432679797468,3212.9552962873727,3201,3300.236660985464
1961-06-01,3426.3868421052625,3458.7995902868297,3374.291264254692,3428,3566.0098283703946
1961-07-01,3816.597368421052,3854.9033401772,3771.5578859305656,3754,3973.1298579551053
1961-08-01,4921.386842105262,4965.586031383215,4883.597266578154,4917,4239.829185864329
1961-09-01,4171.597368421051,4221.689787134054,4141.251511460612,3760,4585.936468135064
1961-10-01,3702.5447368421046,3758.53038197122,3679.8364100516274,3609,3952.0928953912485
1961-11-01,3523.018421052631,3584.8972895174584,3508.1414360354097,3471,3635.879728345848
1961-12-01,3284.492105263157,3352.264196420527,3277.640273622484,3347,3250.9255699170017
1962-01-01,3107.705701754385,3181.862116720088,3137.633241051008,3333,3150.2085004385617
1962-02-01,3090.0741228070165,3171.10597376815,3129.4289449107096,3456,3189.1231988231925
1962-03-01,3226.7583333333323,3314.665618155017,3275.7665517812698,3569,3417.4443116960197
1962-04-01,3334.81096491228,3429.593682738982,3393.698693241637,3900,3571.028695200807
1962-05-01,3397.705701754385,3499.3638518461366,3466.6990535023365,3909,3773.1212521204006
1962-06-01,3552.1793859649115,3660.7129666255514,3631.504474668633,4098,3947.491755739718
1962-07-01,3942.389912280701,4057.798920805975,4032.2728514773657,4826,4326.364190243392
1962-08-01,5047.179385964912,5169.463816302042,5147.846289191695,5770,4774.017682144118
1962-09-01,4297.389912280701,4426.549776342934,4409.066893074778,5108,4692.0287694188155
1962-10-01,3828.3372807017536,3964.3725754701513,3951.250452600301,4360,4465.679336300494
1962-11-01,3648.81096491228,3791.7216873064426,3783.1864414524703,4100,4050.5283675549113
1962-12-01,3410.2846491228065,3560.0707984995643,3556.348543841815,3562,3776.1603926830653
1963-01-01,3233.498245614034,3390.650923089177,3420.037078006489,3284,3497.2422406123233
1963-02-01,3215.866666666666,3380.8769844272915,3415.560650536227,3278,3434.044489738808
1963-03-01,3352.5508771929817,3525.418833104212,3565.658428010704,3424,3616.794154493362
1963-04-01,3460.603508771929,3641.329101978229,3687.383042008869,3843,3909.3515616673853
1963-05-01,3523.498245614034,3712.0814753754366,3764.2081767412506,3614,4134.267253249099
1963-06-01,3677.97192982456,3874.412794444903,3932.870674313108,3536,4280.379008414774
1963-07-01,4068.18245614035,4272.480952915379,4337.528429461285,4505,4635.688987725587
1963-08-01,5172.971929824561,5385.128052701499,5457.023547448942,5456,5029.833476791291
1963-09-01,4423.18245614035,4643.196217032444,4722.198133539234,4881,5033.501498483393
1963-10-01,3954.1298245614025,4182.001220449714,4268.367977205848,4041,4725.717307107856
1963-11-01,3774.603508771929,4010.332536576058,4104.322552132991,3724,4254.4514392657375
1963-12-01,3536.077192982455,3779.663852059232,3881.5355425311914,3525,3747.7634787427946
1964-01-01,3359.290789473683,3611.2261809388974,3749.307266638601,3437,3445.408876801295
1964-02-01,3341.659210526315,3602.4344465670647,3748.94633104496,3324,3426.4491241954593
1964-03-01,3478.343421052631,3747.958499534038,3903.1919023299374,3977,3619.637497236585
1964-04-01,3586.396052631578,3864.8509726981074,4029.096612072488,4025,4089.938932468348
1964-05-01,3649.290789473683,3936.5855503853672,4110.134144483136,4016,4043.5879997729157
1964-06-01,3803.76447368421,4099.899073744887,4283.04134166714,4031,4151.863201701111
1964-07-01,4193.974999999999,4498.949436505416,4691.976098361349,4489,4635.08117740761
1964-08-01,5298.76447368421,5612.578740581588,5815.780519828919,5563,4941.426806309751
1964-09-01,4548.974999999999,4871.629109202585,5085.296711333005,5709,4961.184636410441
1964-10-01,4079.922368421052,4411.416316909908,4635.8404623472925,4620,4791.198087556561
1964-11-01,3900.396052631578,4240.729837326305,4476.201246555995,4160,4333.23637668288
1964-12-01,3661.869736842104,4011.043357099531,4257.8527481696365,4012,3933.2934214184265
1965-01-01,3485.0833333333326,3843.587890269249,4130.095285426369,3987,3703.2011525602397
1965-02-01,3467.451754385964,3835.778360187469,4134.237464915932,4155,3725.436017216542
1965-03-01,3604.13596491228,3982.2846174444944,4293.018453217997,4054,4143.036879109926
1965-04-01,3712.188596491227,4100.159294898617,4423.490881911517,4485,4231.581876654223
1965-05-01,3775.0833333333326,4172.87607687593,4509.128435207016,4558,4396.050911498626
1965-06-01,3929.5570175438593,4337.171804525502,4686.667955209756,4462,4488.51601403337
1965-07-01,4319.767543859648,4737.204371576083,5100.267336656578,4594,4743.348048292252
1965-08-01,5424.557017543859,5851.815879942307,6228.768684810648,6481,5058.293716551853
1965-09-01,4674.767543859648,5111.848452853357,5503.014104935111,6345,5309.064625131423
1965-10-01,4205.7149122807,4652.617864850734,5058.319386503661,5142,5125.528767615356
1965-11-01,4026.188596491228,4482.913589557182,4903.474003200508,4824,4690.961191824303
1965-12-01,3787.662280701754,4254.209313620462,4689.951639236175,4573,4420.549958791445
1966-01-01,3610.8758771929815,4087.736051080232,4567.052612848816,4158,4244.418913978326
1966-02-01,3593.2442982456128,4080.908725288505,4576.08553062817,4140,4071.904471084594
1966-03-01,3729.928508771929,4228.397186835583,4739.789559153909,4251,4137.355734254574
1966-04-01,3837.981140350877,4347.254068579758,4875.217330004982,4734,4478.250306770517
1966-05-01,3900.8758771929815,4420.953054847123,4965.8425273919165,4858,4673.537972806119
1966-06-01,4055.349561403508,4586.230986786748,5148.401993419973,4798,4710.054854738728
1966-07-01,4445.560087719297,4987.245758127382,5567.053622825999,5080,4959.920933877017
1966-08-01,5550.349561403507,6102.839470783659,6700.639520873148,6905,5341.994597546807
1966-09-01,4800.560087719297,5363.854247984761,5980.001792824582,5504,5454.659626901843
1966-10-01,4331.50745614035,4905.60586427219,5540.456228153978,5457,5122.699352745911
1966-11-01,4151.981140350877,4736.883793268691,5390.792300545552,5198,4948.512770941043
1966-12-01,3913.4548245614014,4509.161721622024,5182.483694209832,4890,4729.919052628777
